 	Mean1	Mean2	Mean3
1742	842.343	943.933	862.432
1743	807.486	932.689	839.523
1744	754.229	905.711	792.795
1745	736.543	928.044	781.045
1746	783.486	960.844	907.636
1747	764.629	1043.044	983.795
1748	739.229	1033.267	1070.545
1749	708.971	982.689	993.750
1750	717.200	984.600	966.591
1751	749.343	989.600	1055.023
1752	739.657	972.511	1114.182
1753	744.686	1004.089	1171.091
1754	739.914	969.667	1127.023
1755	717.857	914.378	1071.273
1756	757.629	961.600	1032.227
1757	728.600	937.644	1041.886
1758	803.314	1000.756	1121.295
1759	825.171	1043.333	1118.205
1760	840.057	1124.422	1239.432
1761	878.600	1152.333	1267.750
1762	797.771	1052.822	1141.023
1763	755.286	1024.600	1070.318
1764	715.800	968.511	991.977
1765	693.800	918.244	930.432
1766	680.486	914.844	879.455
1767	669.486	888.933	853.023
1768	693.914	905.489	801.568
1769	674.800	889.111	805.500
1770	688.171	940.022	804.932
1771	733.543	1050.556	853.977
1772	717.057	1023.244	842.273
1773	720.629	1026.467	817.386
1774	743.543	1051.667	861.886
1775	751.114	1083.200	893.682
1776	814.686	1066.844	897.932
1777	924.114	1121.400	950.159
1778	941.114	1179.800	955.318
1779	940.200	1266.889	1007.273
1780	863.343	1245.444	930.136
1781	829.171	1142.311	868.114
1782	810	1100.756	842.591
1783	819	1107.578	850.386
1784	819	1064.667	825.955
1785	830	1075.667	826.932
1786	809.829	1064.911	849.318
1787	810.486	1107.133	849.523
1788	833.229	1067.289	835
1789	831.343	1100.289	876.682
1790	843.914	1148.022	867.909
1791	888.286	1178.511	918.659
1792	886.629	1122.844	890.386
1793	844.971	1071.089	799.364
1794	811.486	1029.733	801.568
1795	803.914	1019.111	779
1796	742.771	982.378	758.773
1797	758.257	951.778	752.750
1798	707.971	942.244	744.182
1799	708.486	926.533	737.568
1800	723.629	979.133	762.727
1801	755.629	980.044	746.795
1802	712.543	961.244	737.636
1803	703.600	942.333	731.568
1804	703.314	922.733	709.932
1805	673.571	918.044	709.273
1806	806.029	989.933	765.636
1807	993.514	1176.578	881.864
1808	959.800	1153.200	856.227
1809	949.514	1136.978	896.523
1810	881.914	1093.200	841.591
1811	850.429	1079.356	802.409
1812	803.886	1069.533	782.182
1813	830.914	1027.289	774.864
1814	868.257	1072.267	856.295
1815	1020.029	1168.311	942.091
1816	1095.143	1198.067	973.659
1817	1061.057	1172.556	949.727
1818	1000.229	1150.489	922
1819	909.171	1144.578	919.318
1820	885.229	1104.156	873.114
1821	911.086	1203.111	942.500
1822	1121.229	1224.333	992.341
1823	1157.229	1152.533	896.159
1824	1004.657	1066.244	826.705
1825	943.629	1046.200	794.932
1826	851.829	1006.289	772.750
1827	806.200	984.822	724.909
1828	776.171	947.111	727.818
1829	734	961.067	727.841
1830	717.114	952.378	733.841
1831	725.229	978.289	704.250
1832	701.543	949.978	713.182
1833	687.057	937.933	713
1834	704.886	944.933	725.977
1835	722.914	929.844	720.682
1836	801.800	983	760.932
1837	1379.429	1120.622	949.886
1838	1389.914	1100.800	903.114
1839	1248.743	1113.600	869
1840	1345.771	1103.244	873.318
1841	1350.914	1126.689	850.750
1842	1199.771	1105.022	860.568
1843	1118.286	1073.889	831.864
1844	1134.343	1064.022	855.432
1845	1320.457	1135.956	882.205
1846	1245.914	1119.822	862.659
1847	1171.343	1100.778	857.091
1848	1112.371	1080.156	848.477
1849	1076.571	1063.489	828.273
1850	1076.286	1036.844	802.500
1851	1168.143	1080.267	841.636
1852	1319.114	1138.622	929.750
1853	1259.943	1063.089	884.045
1854	1128.171	988.933	803.250
1855	1035.600	973.178	794.773
1856	921.229	957.778	755.341
1857	868.171	933.378	747.341
1858	826.057	931.067	758.636
1859	798.143	935.667	756.455
1860	751.971	928.644	747.409
1861	720.143	921.133	745.205
1862	696.771	944.800	747.636
1863	678.114	924	714.068
1864	687.200	938.444	748.182
1865	682.400	924.156	726.227
1866	675.514	921.867	735.886
1867	777.971	1056.578	836.182
1868	927.657	1115.378	855
1869	912.029	1126.711	851.977
1870	878.171	1135.222	825.614
1871	871.143	1169.311	869.682
1872	858.457	1135.578	841.205
1873	880.429	1130.600	848.591
1874	868.429	1126.911	802.818
1875	879.657	1121.600	803.727
1876	852.343	1108.356	825.227
1877	829.200	1082.978	825.386
1878	963.657	1174.511	867.614
1879	1182.771	1180.822	898.636
1880	1205.171	1197.489	897.568
1881	1087.629	1132.489	836.682
1882	1149.200	1117.267	896.023
1883	1282.571	1066.644	992.705
1884	1169.943	1001.067	888.864
1885	1052.743	1018.689	868.864
1886	1015.971	978.089	837.023
1887	1113.486	1013.600	862.386
1888	1106.543	1017.022	830.523
1889	1023.914	1017.489	827.909
1890	929.457	1033.800	817.818
1891	882.943	1038.400	800.045
1892	806.657	984.200	760.364
1893	768.457	971.089	752.614
1894	763.143	969.067	765.386
1895	790.286	1018.133	769.091
1896	766.886	1028.289	780.364
1897	831.343	1077	859.636
1898	972.857	1275.133	920.409
1899	958.371	1266.978	876.659
1900	965.029	1194.178	823.977
1901	925.171	1120.733	816.977
1902	944.686	1091.444	830.068
1903	1049.714	1247.289	848.795
1904	1067	1256.089	842.136
1905	1082.286	1274.422	887.977
1906	1110.571	1334.756	920.045
1907	1022.571	1210.022	842.773
1908	979.600	1140.800	832.727
1909	1429.657	1381.689	928.500
1910	1504.257	1480.911	969.909
1911	1544.657	1584.422	938.977
1912	1448.457	1516.978	946.909
1913	1450.771	1379.756	1021.114
1914	1313.029	1236.400	919.636
1915	1165.171	1130.089	877.682
1916	1045.171	1062.422	858.705
1917	960.571	1023.511	785.841
1918	890.429	992.467	792.386
1919	826.771	925.889	771.091
1920	774.800	914.778	759.591
1921	771.086	892.222	741.045
1922	717.429	881.356	705.318
1923	689.200	879.578	706.227
1924	668.857	906.333	686.386
1925	667.371	947.644	694.045
1926	665.114	918.289	734.909
1927	682.600	986.422	730.045
1928	799.171	1182.556	888.932
1929	788.543	1210.378	870.568
1930	746.086	1262.067	833.500
1931	706.857	1124.911	800.750
1932	693.743	1084.822	885.977
1933	725.086	1168.311	967.773
1934	776.571	1219.378	1025.023
1935	761.086	1350	1026.909
1936	818.657	1429.556	1013.045
1937	774.914	1456.578	967.432
1938	752.257	1456.133	960.523
1939	749.486	1291.556	879.295
1940	737.429	1202.089	864.886
1941	719.657	1139.422	825.477
1942	737.886	1145.600	881.409
1943	912.400	1145.489	1021.568
1944	1393.086	1147.733	1046.614
1945	1359.800	1065.778	953.886
1946	1227.771	1017.289	904.159
1947	1077.600	1000.733	862.977
1948	1057.514	963.933	824.955
1949	996.943	930.533	805.068
1950	902.400	912.933	781.182
1951	858.657	916.800	771.364
1952	801.829	920.489	722.932
1953	795.457	942.356	762.136
1954	801.914	990.867	764.727
1955	799.229	1090.422	781.977
1956	762.600	1041.711	739.795
1957	753.371	998.133	706.318
1958	758.229	998.756	753.818
1959	877.686	1237.067	933.864
1960	816.029	1258.267	955.818
1961	971.943	1587.489	1162.750
1962	1031.971	1712	1126.955
1963	933.086	1591.622	1023.341
1964	836.857	1429.867	973.568
1965	884.057	1557.378	1180.545
1966	867.257	1470.222	1177.750
1967	779.571	1340.356	1110.114
1968	737.229	1202.644	1076.727
1969	742.171	1136.400	1032.250
1970	757.886	1171.844	1022.136
1971	774.629	1258.178	1051.114
1972	778.600	1210.222	1030.409
1973	807.286	1293.644	1188.523
1974	884.971	1224.289	1294.273
1975	864.800	1145.333	1184
1976	889.543	1105.444	1181.864
1977	1130.200	1329.489	2032.455
1978	1190.029	1478.467	2322.318
1979	1300.343	1471.111	2656.023
1980	1248.800	1448.444	2491.750
1981	1251.114	1642.467	1721.955
1982	1141.371	1709.667	1393.909
1983	1045.486	1757.089	1275.886
1984	1117.971	1574.133	1702.068
1985	1106.657	1405.822	2154.455
1986	1128.971	1363.778	2061.886
1987	1092.143	1295.511	2109.659
1988	1278.314	1471.978	2346.818
1989	1456.114	1621.267	2337.409
1990	1540.914	1723.822	2332.273
1991	1522.857	1745.178	2111
1992	1353.714	1894.844	1807.182
1993	1310.114	1714.533	1765.432
1994	1370.514	1696.311	1754.409
1995	1418.629	1792.111	1747.841
1996	1431.400	1757.533	1688.818
1997	1417.400	1785	1743.864
1998	1461.543	1880.800	1709.318
1999	1507.286	1885.444	1780.364
2000	1569.914	1932.778	1906.886
2001	1756.143	1907.333	1981.159
2002	1551.171	1893.400	1843.705
2003	1644.686	1914	2046.341
2004	1593.429	1971.044	1843.068
2005	1480.229	1875.511	1601.977
2006	1284.200	1742.222	1340.205
2007	1099.314	1600.422	1155.295
2008	946.486	1546.800	1017.682
2009	870.286	1401.533	953.068
2010	829.029	1302.356	861.932
2011	762.229	1224.178	812.864
2012	735.771	1211.333	802.795
2013	730.086	1257.844	771.432
2014	720.314	1465.133	791.818
2015	740.371	1498.356	790.591
2016	799.600	1506.444	842.795
2017	858.971	1624.511	865.114
2018	1018.114	1649.622	920.227
2019	1293.114	1726.200	1041
2020	1229.371	1674.978	1037.386
2021	1046.057	1545.556	949.864
2022	1019.857	1474.422	927.205
2023	969.343	1410.289	911.955
2024	932	1346.178	885.091
2025	857.771	1290.311	841.295
2026	836.771	1267.244	818.273
2027	856.714	1234.222	816.591
2028	855.629	1239.578	810.864
2029	875.800	1186.178	781.386
2030	872.114	1162.733	805.750
2031	856.943	1147.822	793.795
2032	846.457	1131.933	801.750
2033	859.629	1128.911	834.045
2034	965.543	1180.822	1093.591
2035	1174.286	1151.911	1112.159
2036	1214.143	1103.689	1002.477
2037	1165.600	1042.044	895.795
2038	1025.743	1012.156	849.477
2039	894	943.756	781.091
2040	823	929.400	765.318
2041	777.400	911.622	743.114
2042	758.486	903.600	708.795
2043	691.629	881.711	697.864
2044	685.286	854.289	676.136
2045	650.029	852.933	682.114
2046	620	846.156	664.818
2047	636.714	809.489	678.500
2048	661.314	842.622	679.818
2049	844.857	1061.956	856.182
2050	1001.057	1132.733	1005.023
2051	1088.600	1144.733	1086.977
2052	1062.114	1213.356	1016.909
2053	989.200	1185.844	939.182
2054	918.943	1149.533	883.818
2055	901.229	1145.933	855.773
2056	866.429	1126.200	822.409
2057	800.743	1082.733	793.523
2058	767.371	1047.267	764.818
2059	772.829	1037.978	756.864
2060	802.943	1075.867	776.023
2061	819.857	1071.689	835.750
2062	826.600	1082.644	836.545
2063	825.029	1061.444	819.318
2064	882.600	1070.733	871.591
2065	995.486	1104	961.455
2066	952.314	1053.600	921.773
2067	882.400	1015.489	883.273
2068	851.771	1015.733	840.705
2069	777.371	987.244	826.682
2070	757.343	990.911	825.114
2071	715.029	972.289	784
2072	725.571	984.733	748.636
2073	692.057	1037.044	762
2074	748.600	1050.244	765.636
2075	718	984.667	756.432
2076	684.829	958.778	708.182
2077	672.657	913.244	716.659
2078	665.400	917	695.909
2079	764.286	948.422	809.273
2080	825.971	1099.578	941.364
2081	867.543	1169.911	937.545
2082	1008.514	1233.378	1206.909
2083	1116.200	1279.089	1426.795
2084	1126.514	1223.622	1395.295
2085	1093.029	1176.267	1295.364
2086	981.571	1106.689	1176.250
2087	927.657	1089.267	1072.341
2088	883.429	1106.911	1092.886
2089	871.543	1085.222	1079.523
2090	835.257	1044.133	1023.409
2091	813.343	1051.844	1047.523
2092	833.400	1054.622	1084.545
2093	827.971	1077.689	1073.523
2094	851.943	1096.933	1115.341
2095	859.771	1215.778	1148.500
2096	849.571	1148.133	1199.545
2097	801.514	1045.467	1080.068
2098	727.371	1018.933	996
2099	709.914	987.178	923.341
2100	669.600	951.378	878.273
2101	674.629	966	860.455
2102	664.143	948.422	834.045
2103	661.229	938.644	814.614
2104	670.714	940.622	808.068
2105	663.514	921.578	772.159
2106	642.457	902.222	736.386
2107	638.571	910.533	699.841
2108	619.400	890	706.455
2109	678.057	919.956	716.273
2110	814.171	979.444	960.614
2111	874.343	1052.422	1087.750
2112	851.514	1022.533	1102.545
2113	803.914	1019.444	1124.705
2114	817.514	1018.067	1137.114
2115	792.600	1002.311	1055.091
2116	819.686	1027.689	1012.205
2117	789.514	1062.778	989.068
2118	815.686	1055.178	948.136
2119	802.800	1076.978	942.545
2120	827.714	1060.578	910.159
2121	843.200	1101.978	886.977
2122	793.114	1098.400	869.864
2123	808.600	1097.711	855.455
2124	822.800	1113.622	903.795
2125	866.771	1169.667	960.614
2126	958.829	1133.756	926.455
2127	865.343	1051.200	834.886
2128	816.629	1005.867	813.273
2129	773.914	983.667	771.727
2130	765	933.689	755.568
2131	724.086	923.222	735.341
2132	722.771	892.289	720.045
2133	756.886	1019.956	772.114
2134	751.714	1004.867	775.091
2135	762.543	1005.133	779.295
2136	700.086	976.378	728.318
2137	705.029	946.644	724.500
2138	661.286	930.867	711.523
2139	688.486	921.356	708.750
2140	772	994.622	743.977
2141	799.343	1021.978	804.705
2142	811.143	1046.667	815.523
2143	812.600	1046.911	822.977
2144	816.914	1089.578	819.114
2145	802.343	1073.133	834.273
2146	781.686	1077.556	798.955
2147	766.771	1060.311	812.955
2148	816.657	1076.222	840.477
2149	839.086	1160.067	870.273
2150	823.914	1140.822	853.182
2151	872.714	1131.622	907.295
2152	906.343	1262.978	947.886
2153	914.286	1374.511	933.682
2154	894.600	1307.333	911.795
2155	886.143	1342.067	884.932
2156	935.914	1274.267	901.295
2157	918.657	1200.222	851.841
2158	857.171	1135.267	832.386
2159	807.286	1084.711	756.477
2160	762.914	1043.444	751.955
2161	761.886	999.222	748.114
2162	727.057	994.467	727.318
2163	698.686	998.956	707.750
2164	690.057	961.933	706.250
2165	691.086	962	728.409
2166	714.514	960.089	702.659
2167	740.086	967.133	714.682
2168	745.686	999.600	745.795
2169	721.829	971.956	722.909
2170	804.829	1030.156	776.068
2171	960.343	1199.267	905.068
2172	930.714	1176.733	873.864
2173	905.457	1130.844	885.636
2174	975.543	1190.467	940.409
2175	973.771	1282.044	955.523
2176	995.943	1258.978	926.636
2177	938.086	1279.822	911.023
2178	927.486	1225.622	905.068
2179	910.400	1250.511	901.500
2180	912.657	1222.911	873.955
2181	889.371	1225.556	894.159
2182	900.943	1201.733	904.045
2183	907.971	1272.089	928.591
2184	916.943	1257.622	905.432
